"LeafID","LeafLength_cm","LeafWidth_cm","day"
"43","12.25","6.46","32"
"44","12.51","6.21","32"
"45","14.02","7.28","32"
"46","10.35","5.28","32"
"47","13.75","8.08","32"
"48","7.15","3.93","32"
"49","12.49","6.65","32"
"50","13.51","6.79","32"
"51","","","32"
"52","7.62","4.51","32"
"53","12.69","6.35","32"
"54","11.09","5.49","32"
"55","12.41","6.11","32"
"56","11.49","6.28","32"
"57","12.21","6.39","32"
"58","10.88","5.65","32"
"59","13.58","6.89","32"
"60","12.91","6.28","32"
"61","12.92","6.65","32"
"62","","","32"
"63","","","32"
"64","8.69","4.67","32"
"65","12.81","6.23","32"
"66","11.03","5.66","32"
"67","","","32"
"68","12.45","6.39","32"
"69","14.19","7.21","32"
"70","14.65","7.31","32"
"01","10.19","4.49","35"
"02","","","35"
"03","15.35","7.32","35"
"04","","","35"
"05","14.45","8.61","35"
"06","","","35"
"07","13.97","7.32","35"
"08","14.41","7.65","35"
"09","11.19","5.48","35"
"10","11.29","5.39","35"
"11","12.23","6.08","35"
"12","12.43","6.01","35"
"13","13.29","6.91","35"
"14","11.81","5.95","35"
"15","8.53","5.12","35"
"16","10.65","5.51","35"
"17","13.71","7.11","35"
"18","10.81","6.35","35"
"19","15.96","8.39","35"
"20","12.79","6.82","35"
"21","8.69","4.78","35"
"22","10.11","5.55","35"
"23","11.21","6.35","35"
"24","13.02","6.61","35"
"25","8.51","4.61","35"
"26","","","35"
"27","12.89","6.73","35"
"28","10.63","5.52","35"
"29","12.95","6.21","35"
"30","13.75","6.69","35"
"31","12.08","6.67","35"
"32","13.42","6.83","35"
"33","13.71","7.25","35"
"34","13.82","7.37","35"
"35","12.95","7.44","35"
"36","9.18","5.12","35"
"37","9.25","4.81","35"
"38","16.42","8.4","35"
"39","","","35"
"40","12.69","7.33","35"
"41","14.31","7.89","35"
"42","14.34","7.47","35"
"43","12.29","6.55","35"
"44","12.51","6.25","35"
"45","14.08","7.28","35"
"46","10.39","5.28","35"
"47","13.75","8.08","35"
"48","7.15","3.93","35"
"49","12.49","6.65","35"
"50","13.61","6.89","35"
"51","","","35"
"52","7.65","4.59","35"
"53","12.69","6.35","35"
"54","11.13","5.55","35"
"55","12.41","6.11","35"
"56","11.49","6.28","35"
"57","12.29","6.41","35"
"58","10.89","5.65","35"
"59","13.65","6.89","35"
"60","12.91","6.31","35"
"61","13.01","6.69","35"
"62","","","35"
"63","","","35"
"64","8.69","4.67","35"
"65","12.81","6.23","35"
"66","11.03","5.66","35"
"67","","","35"
"68","12.49","6.55","35"
"69","14.48","7.41","35"
"70","14.68","7.4","35"
"01","10.32","4.49","38"
"02","","","38"
"03","15.32","7.35","38"
"04","","","38"
"05","14.51","8.55","38"
"06","","","38"
"07","13.99","7.32","38"
"08","14.41","7.71","38"
"09","11.19","5.66","38"
"10","11.26","5.36","38"
"11","12.31","6.09","38"
"12","12.41","6.02","38"
"13","13.19","6.78","38"
"14","11.79","6.05","38"
"15","8.53","5.17","38"
"16","10.62","5.45","38"
"17","13.67","7.12","38"
"18","10.79","6.22","38"
"19","15.98","8.45","38"
"20","12.81","6.89","38"
"21","8.59","4.76","38"
"22","10.11","5.52","38"
"23","11.19","6.28","38"
"24","12.88","6.61","38"
"25","8.53","4.55","38"
"26","","","38"
"27","12.87","6.81","38"
"28","10.69","5.51","38"
"29","13.51","6.25","38"
"30","13.69","6.65","38"
"31","12.09","6.61","38"
"32","13.52","6.81","38"
"33","13.75","7.25","38"
"34","13.71","7.41","38"
"35","12.95","7.42","38"
"36","9.12","5.02","38"
"37","9.17","4.75","38"
"38","16.51","8.38","38"
"39","","","38"
"40","12.59","7.31","38"
"41","14.31","7.91","38"
"42","14.29","7.52","38"
"43","12.38","6.55","38"
"44","12.59","6.41","38"
"45","14.05","7.29","38"
"46","10.49","5.25","38"
"47","13.69","7.92","38"
"48","7.05","3.91","38"
"49","12.58","6.62","38"
"50","13.71","7.01","38"
"51","","","38"
"52","7.62","4.52","38"
"53","12.63","6.21","38"
"54","11.12","5.61","38"
"55","12.42","6.08","38"
"56","11.59","6.31","38"
"57","12.36","6.39","38"
"58","10.99","5.52","38"
"59","13.69","6.75","38"
"60","12.92","6.41","38"
"61","13.05","6.72","38"
"62","","","38"
"63","","","38"
"64","8.72","4.69","38"
"65","12.75","6.09","38"
"66","11.21","5.68","38"
"67","","","38"
"68","12.42","6.65","38"
"69","14.62","7.59","38"
"70","14.79","7.41","38"
"01","10.25","4.51","44"
"02","","","44"
"03","15.45","7.35","44"
"04","","","44"
"05","14.49","8.59","44"
"06","","","44"
"07","14.05","7.35","44"
"08","14.51","7.76","44"
"09","11.32","5.65","44"
"10","11.23","5.41","44"
"11","12.41","6.15","44"
"12","12.45","6.06","44"
"13","13.39","6.91","44"
"14","11.89","6.01","44"
"15","8.45","5.16","44"
"16","10.69","5.59","44"
"17","13.67","7.12","44"
"18","10.81","6.31","44"
"19","16.11","8.46","44"
"20","12.81","6.89","44"
"21","8.69","4.82","44"
"22","10.12","5.53","44"
"23","11.21","6.29","44"
"24","13.02","6.65","44"
"25","8.52","4.65","44"
"26","","","44"
"27","12.99","6.81","44"
"28","10.81","5.52","44"
"29","12.92","6.36","44"
"30","13.85","6.71","44"
"31","12.05","6.75","44"
"32","13.75","6.92","44"
"33","13.69","7.31","44"
"34","13.79","7.39","44"
"35","12.92","7.49","44"
"36","9.15","5.11","44"
"37","9.25","4.75","44"
"38","16.45","8.45","44"
"39","","","44"
"40","12.61","7.35","44"
"41","14.32","7.95","44"
"42","14.42","7.49","44"
"43","12.27","6.62","44"
"44","12.61","6.31","44"
"45","14.11","7.32","44"
"46","10.45","5.25","44"
"47","13.85","8.06","44"
"48","7.11","3.84","44"
"49","12.49","6.69","44"
"50","13.71","6.99","44"
"51","","","44"
"52","7.68","4.58","44"
"53","12.72","6.32","44"
"54","11.19","5.61","44"
"55","12.45","6.41","44"
"56","11.69","6.43","44"
"57","12.42","6.35","44"
"58","10.93","5.51","44"
"59","13.82","6.93","44"
"60","12.95","6.31","44"
"61","13.11","6.78","44"
"62","","","44"
"63","","","44"
"64","8.71","4.67","44"
"65","12.83","6.19","44"
"66","11.09","5.69","44"
"67","","","44"
"68","12.45","6.71","44"
"69","14.71","7.41","44"
"70","14.82","7.45","44"
"01","10.32","4.53","48"
"02","","","48"
"03","15.41","7.35","48"
"04","","","48"
"05","14.41","8.56","48"
"06","","","48"
"07","14.02","7.31","48"
"08","14.45","7.81","48"
"09","11.32","5.57","48"
"10","11.32","5.35","48"
"11","12.41","6.14","48"
"12","12.49","6.09","48"
"13","13.32","6.99","48"
"14","11.85","6.01","48"
"15","8.49","5.15","48"
"16","10.68","5.47","48"
"17","13.89","7.17","48"
"18","10.89","6.29","48"
"19","16.25","8.49","48"
"20","12.93","6.94","48"
"21","8.61","4.76","48"
"22","10.13","5.55","48"
"23","11.25","6.33","48"
"24","13.05","6.63","48"
"25","8.52","4.63","48"
"26","","","48"
"27","12.96","6.75","48"
"28","10.85","5.52","48"
"29","12.99","6.31","48"
"30","13.75","6.74","48"
"31","12.11","6.61","48"
"32","13.59","6.91","48"
"33","13.79","7.25","48"
"34","13.85","7.38","48"
"35","12.99","7.49","48"
"36","9.12","5.03","48"
"37","9.18","4.74","48"
"38","16.52","8.33","48"
"39","","","48"
"40","12.69","7.31","48"
"41","14.45","7.94","48"
"42","14.35","7.46","48"
"43","12.25","6.61","48"
"44","12.39","6.43","48"
"45","14.15","7.29","48"
"46","10.42","5.29","48"
"47","13.81","8.09","48"
"48","7.06","3.85","48"
"49","12.49","6.61","48"
"50","13.75","6.99","48"
"51","","","48"
"52","7.75","4.43","48"
"53","12.69","6.35","48"
"54","11.15","5.62","48"
"55","12.45","6.08","48"
"56","11.65","6.21","48"
"57","12.49","6.43","48"
"58","10.95","5.52","48"
"59","13.81","7.01","48"
"60","12.99","6.39","48"
"61","13.09","6.82","48"
"62","","","48"
"63","","","48"
"64","8.72","4.71","48"
"65","12.92","6.15","48"
"66","11.19","5.63","48"
"67","","","48"
"68","12.41","6.69","48"
"69","14.81","7.52","48"
"70","14.91","7.48","48"
"01","10.31","4.52","52"
"02","","","52"
"03","15.52","7.42","52"
"04","","","52"
"05","14.49","8.57","52"
"06","","","52"
"07","14.02","7.34","52"
"08","14.52","7.75","52"
"09","11.33","5.55","52"
"10","11.27","5.42","52"
"11","12.56","6.18","52"
"12","12.52","6.11","52"
"13","13.47","7.01","52"
"14","11.92","6.04","52"
"15","8.59","5.15","52"
"16","10.72","5.49","52"
"17","13.99","7.13","52"
"18","10.92","6.28","52"
"19","16.28","8.46","52"
"20","12.79","6.8","52"
"21","8.67","4.76","52"
"22","10.13","5.56","52"
"23","11.25","6.23","52"
"24","13.03","6.54","52"
"25","8.61","4.62","52"
"26","","","52"
"27","13.01","6.71","52"
"28","10.96","5.52","52"
"29","12.99","6.28","52"
"30","13.89","6.76","52"
"31","12.08","6.61","52"
"32","13.69","6.91","52"
"33","13.65","7.31","52"
"34","13.82","7.46","52"
"35","13.09","7.46","52"
"36","9.21","5.05","52"
"37","9.25","4.77","52"
"38","16.56","8.51","52"
"39","","","52"
"40","12.62","7.28","52"
"41","14.41","7.97","52"
"42","14.38","7.46","52"
"43","12.24","6.53","52"
"44","12.62","6.39","52"
"45","14.19","7.31","52"
"46","10.59","5.24","52"
"47","13.75","8.05","52"
"48","7.08","3.87","52"
"49","12.49","6.72","52"
"50","13.72","7.08","52"
"51","","","52"
"52","7.77","4.56","52"
"53","12.42","6.41","52"
"54","11.29","5.66","52"
"55","12.42","6.12","52"
"56","11.52","6.23","52"
"57","12.49","6.47","52"
"58","11.02","5.72","52"
"59","13.74","6.99","52"
"60","13.09","6.34","52"
"61","13.11","6.88","52"
"62","","","52"
"63","","","52"
"64","8.69","4.68","52"
"65","12.82","5.95","52"
"66","11.21","5.72","52"
"67","","","52"
"68","12.52","6.73","52"
"69","14.78","7.89","52"
"70","14.88","7.53","52"
"01","10.29","4.54","56"
"02","","","56"
"03","15.52","7.47","56"
"04","","","56"
"05","14.48","8.58","56"
"06","","","56"
"07","14.03","7.31","56"
"08","14.59","7.82","56"
"09","11.51","5.73","56"
"10","11.27","5.39","56"
"11","12.58","6.21","56"
"12","12.65","6.07","56"
"13","13.43","6.99","56"
"14","11.93","6.06","56"
"15","8.52","5.13","56"
"16","10.75","5.59","56"
"17","14.02","7.21","56"
"18","10.88","6.34","56"
"19","16.29","8.61","56"
"20","12.94","6.87","56"
"21","8.75","4.81","56"
"22","10.13","5.59","56"
"23","11.25","6.31","56"
"24","13.21","6.67","56"
"25","8.56","4.61","56"
"26","","","56"
"27","13.01","6.81","56"
"28","10.72","5.51","56"
"29","13.08","6.25","56"
"30","13.89","6.85","56"
"31","12.12","6.62","56"
"32","13.58","6.93","56"
"33","13.82","7.27","56"
"34","13.82","7.43","56"
"35","13.08","7.48","56"
"36","9.25","5.03","56"
"37","9.29","4.72","56"
"38","16.52","8.28","56"
"39","","","56"
"40","12.61","7.31","56"
"41","14.52","7.95","56"
"42","14.39","7.48","56"
"43","12.32","6.62","56"
"44","12.71","6.29","56"
"45","14.13","7.35","56"
"46","10.59","5.25","56"
"47","13.95","8.02","56"
"48","7.09","3.91","56"
"49","12.52","6.65","56"
"50","13.72","7.01","56"
"51","","","56"
"52","7.69","4.59","56"
"53","12.79","6.23","56"
"54","11.27","5.69","56"
"55","12.51","6.07","56"
"56","11.61","6.27","56"
"57","12.52","6.42","56"
"58","10.99","5.66","56"
"59","13.89","6.95","56"
"60","13.02","6.38","56"
"61","13.22","6.81","56"
"62","","","56"
"63","","","56"
"64","8.65","4.65","56"
"65","12.92","6.25","56"
"66","11.09","5.74","56"
"67","","","56"
"68","12.52","6.65","56"
"69","14.73","7.66","56"
"70","14.89","7.52","56"
